qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
10,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"The distance, d, a spring stretches is directly proportional to the force, F, on the spring. The constant of proportionality is 0.25. Which equation represents this relationship?",12,2,0.9326261,0.5451882481575012,0:0.0096|1:0.0096|2:0.9326|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
11,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"One brand of dog food is sold in 4-pound bags, 12-pound bags, and 24-pound bags. • A 4-pound bag costs $6.00. • A 12-pound bag costs $18.00. • A 24-pound bag costs $36.00. • All of the costs include tax. What is the slope of the linear equation that models the relationship between the number of pounds of dog food, x, and the cost in dollars, y?",34,5,0.9749715,0.23907464742660522,0:0.0036|1:0.0036|2:0.0036|3:0.0036|4:0.0036|5:0.9750|6:0.0036|7:0.0036
12,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,The graph of a line is shown. Which statement best describes the slope of this line?,8,5,0.9025747,0.7342877388000488,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.9026|6:0.0139|7:0.0139
13,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 Which equation best represents the total sales in dollars, y, of x T-shirts?",22,6,0.96191835,0.34033507108688354,0:0.0054|1:0.0054|2:0.0054|3:0.0054|4:0.0054|5:0.0054|6:0.9619|7:0.0054
14,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 The T-shirt supplier sells T-shirts only in packages of 24. Which table best shows the amount the club will earn after paying for the T-shirt packages and selling the T-shirts?,31,5,0.9726319,0.25784832239151,0:0.0039|1:0.0039|2:0.0039|3:0.0039|4:0.0039|5:0.9726|6:0.0039|7:0.0039
15,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,A school club is selling T-shirts to raise money for a field trip. The club members — • purchase a pack of 24 T-shirts for $348 • sell each T-shirt for $19.00 The club members decide to increase the price of the T-shirts. They will charge 5% more than the original amount. Which dollar value represents 5% of the original price?,29,6,0.970814,0.2722287178039551,0:0.0042|1:0.0042|2:0.0042|3:0.0042|4:0.0042|5:0.0042|6:0.9708|7:0.0042
16,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"If n = 3, what is the value of (3 + n 4 ) ÷ 3?",1,6,0.56197697,2.218574047088623,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
17,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,What is the solution to the equation? d − 3.4 7 = 2.8,2,1,0.70806617,1.690767765045166,0:0.0417|1:0.7081|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0418|7:0.0417
18,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Beatrice has 18 pencils. Beatrice has 2 more than 4 times the number of pencils Rick has. Exactly how many pencils does Rick have?,11,3,0.92704135,0.5816899538040161,0:0.0104|1:0.0104|2:0.0104|3:0.9270|4:0.0104|5:0.0104|6:0.0104|7:0.0104
19,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Which set of values contains only solutions to −3x < 15?,4,3,0.82472974,1.161665678024292,0:0.0250|1:0.0251|2:0.0250|3:0.8247|4:0.0250|5:0.0250|6:0.0251|7:0.0250
20,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A spinner has 8 equal-sized sections. • 2 red • 1 yellow • 3 blue • 2 green A class spun the arrow on the spinner 20 times. The arrow landed on green 3 times. The class will spin the arrow on the spinner a total of 500 times. As the number of spins increases, the experimental probability of the arrow landing on green will most likely approach —",32,2,0.9734633,0.2512124478816986,0:0.0038|1:0.0038|2:0.9735|3:0.0038|4:0.0038|5:0.0038|6:0.0038|7:0.0038
21,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,"A fair number cube has faces labeled 1, 2, 3, 4, 5, and 6. Wesley rolled this number cube 30 times. This table shows his results. Wesley compared the theoretical and experimental probabilities. Which statement correctly compares the theoretical and experimental probabilities that the number landing face-up is a multiple of 3?",28,6,0.9697813,0.28032249212265015,0:0.0043|1:0.0043|2:0.0043|3:0.0043|4:0.0043|5:0.0043|6:0.9698|7:0.0043
22,math_grade7_practice_2023,math-grade7-practice-2023.js,multiple-choice,Jason represented the values of his 35 baseball cards in a histogram and in a stem-and-leaf plot. Which statement best describes the graph Jason could use to find the median value of his 35 baseball cards?,20,6,0.95827574,0.3672775328159332,0:0.0060|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.9583|7:0.0060
1,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the value of 4(6 + 2)²?,1,5,0.56187266,2.218904495239258,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.5619|6:0.0627|7:0.0626
2,math_grade8_2014,math-grade8-2014.js,free-response,What is - 324 ?,0,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
3,math_grade8_2014,math-grade8-2014.js,multiple-choice,"If x = 2 and t = 4 , what is the value of 1 8 (x³ - 4)(t² + 8) ?",1,5,0.56185794,2.2189507484436035,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.5619|6:0.0627|7:0.0626
4,math_grade8_2014,math-grade8-2014.js,multiple-choice,A food company reduced the amount of salt in one of their food products from 700 milligrams to 630 milligrams. What is the percent decrease in the amount of salt in this food product?,16,6,0.94850284,0.4372935891151428,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.9485|7:0.0074
5,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which number is an irrational number?,3,0,0.7810283,1.3730167150497437,0:0.7810|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
6,math_grade8_2014,math-grade8-2014.js,multiple-select,Identify each number between 1.7 × 10⁰ and 195%.,2,5,0.70781535,1.6917927265167236,0:0.0418|1:0.0417|2:0.0418|3:0.0418|4:0.0417|5:0.7078|6:0.0417|7:0.0417
7,math_grade8_2014,math-grade8-2014.js,multiple-choice,"Dora bought a total of 48 cupcakes. Each cupcake cost $0.55, including tax. Of the cupcakes she bought, 3 8 were vanilla cupcakes. What was the total cost of only the vanilla cupcakes?",16,0,0.9484973,0.43733254075050354,0:0.9485|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.0074
8,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which list of numbers is ordered from greatest to least?,5,5,0.8540331,1.0094352960586548,0:0.0209|1:0.0208|2:0.0208|3:0.0208|4:0.0209|5:0.8540|6:0.0208|7:0.0209
9,math_grade8_2014,math-grade8-2014.js,multiple-choice,"Emil bought a camera for $268.26, including tax. He made a down payment of $12.00 and paid the balance in 6 equal monthly payments. What was Emil's monthly payment for this camera?",16,1,0.9484739,0.4374968409538269,0:0.0074|1:0.9485|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.0074
10,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which pair of numbers are both between 6 and 7?,2,6,0.70794153,1.691277265548706,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0418|5:0.0417|6:0.7079|7:0.0417
11,math_grade8_2014,math-grade8-2014.js,free-response,Kyle caught 9 insects for his science project in the first week. He caught 13 insects in the second week. What is the percent increase in the number of insects Kyle caught from the first week to the second week? Round your answer to the nearest whole percent.,26,0,0.9675755,0.29743510484695435,0:0.9676|1:0.0046|2:0.0046|3:0.0046|4:0.0046|5:0.0046|6:0.0046|7:0.0046
12,math_grade8_2014,math-grade8-2014.js,multiple-choice,"Which number in this list is NOT an integer? 12 4 , -4², 25 , -4.8",3,2,0.7809536,1.3733630180358887,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
13,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which statement best describes 50 ?,3,6,0.7810116,1.3730943202972412,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7810|7:0.0313
14,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the value of 8 3 n³ when n = 3 2 ?,1,6,0.56195134,2.2186553478240967,0:0.0625|1:0.0626|2:0.0625|3:0.0625|4:0.0625|5:0.0627|6:0.5620|7:0.0626
15,math_grade8_2014,math-grade8-2014.js,multiple-choice,"For the rectangle shown, which equation can be used to find the value of x ?",6,1,0.87488556,0.8951267004013062,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
16,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the area of this polygon?,2,1,0.70815104,1.690421223640442,0:0.0417|1:0.7082|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
17,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which grid shows only a translation of the shaded polygon to create the unshaded polygon?,8,1,0.90268826,0.7336041927337646,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
18,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which of the following could be the measurements of two supplementary angles?,6,5,0.8748899,0.89510178565979,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
19,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which number has a value between − 9 and π?,2,5,0.70771307,1.6922101974487305,0:0.0418|1:0.0417|2:0.0417|3:0.0418|4:0.0418|5:0.7077|6:0.0417|7:0.0418
20,math_grade8_2014,math-grade8-2014.js,multiple-choice,Josh has two rectangular prisms. The length of the second prism is 10 times the length of the first prism. The heights and widths of the two prisms are the same. Which best describes the volume of the second prism?,20,5,0.958261,0.36738574504852295,0:0.0060|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.9583|6:0.0060|7:0.0060
21,math_grade8_2014,math-grade8-2014.js,multiple-choice,This figure is formed by a square and an isosceles trapezoid. What is the perimeter of this figure?,7,2,0.8905105,0.8057501912117004,0:0.0156|1:0.0156|2:0.8905|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.0156
22,math_grade8_2014,math-grade8-2014.js,multiple-choice,The radius of the base of a cone is 6 inches. The height of the cone is 6 inches. Which is closest to the volume of the cone?,10,0,0.92036736,0.6244405508041382,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
23,math_grade8_2014,math-grade8-2014.js,multiple-choice,One piece of a stained glass is transformed three times. What transformation was used to create this section of the stained glass window?,14,2,0.9416072,0.4849608540534973,0:0.0083|1:0.0083|2:0.9416|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
24,math_grade8_2014,math-grade8-2014.js,multiple-choice,A three-dimensional figure is constructed using identical cubes. Three views of this figure are shown. Which could be this three-dimensional figure?,11,1,0.9270099,0.5818932056427002,0:0.0104|1:0.9270|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
25,math_grade8_2014,math-grade8-2014.js,multiple-choice,"A wire connects the top of a flagpole to the ground as shown. Which is closest to the height, h , of the flagpole?",9,7,0.9124126,0.674254298210144,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.9124
26,math_grade8_2014,math-grade8-2014.js,multiple-choice,Raymond needs to cover the entire surface of this square-based pyramid with paper. What is the minimum amount of paper he will need?,12,2,0.9326229,0.5452095866203308,0:0.0096|1:0.0096|2:0.9326|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
27,math_grade8_2014,math-grade8-2014.js,multiple-select,Look at the angles. Identify each angle that is adjacent to Angle 2.,6,5,0.8749329,0.8948605060577393,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
28,math_grade8_2014,math-grade8-2014.js,multiple-select,Identify each three-dimensional figure that could be represented by these three views.,6,2,0.87485015,0.8953250646591187,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
29,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the solution of this equation? x = 5x + 6,2,1,0.708062,1.6907850503921509,0:0.0417|1:0.7081|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0418|7:0.0417
30,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which line appears to contain both ordered pairs shown in this table?,7,5,0.5761858,1.549160122871399,0:0.0156|1:0.0157|2:0.0156|3:0.0157|4:0.0156|5:0.5762|6:0.0156|7:0.3299
31,math_grade8_2014,math-grade8-2014.js,multiple-select,Identify each equation that illustrates the commutative property of multiplication.,6,6,0.87486905,0.895219087600708,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
32,math_grade8_2014,math-grade8-2014.js,multiple-choice,"The hourly wages of the 25 employees at a restaurant are shown. Based on the graph, what is the mean hourly wage of the 25 employees at this restaurant?",12,0,0.93264276,0.5450788736343384,0:0.9326|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
33,math_grade8_2014,math-grade8-2014.js,multiple-choice,What value of x makes this equation true? 5x + 8 + 3x = 26 + 6x,4,6,0.8247864,1.1613802909851074,0:0.0250|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
34,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which line appears to be a graph of the equation shown? y = -2x - 1,5,1,0.8539584,1.0098357200622559,0:0.0209|1:0.8540|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.0208|7:0.0209
35,math_grade8_2014,math-grade8-2014.js,multiple-choice,Two fair coins are flipped at the same time. What is the probability that both display tails?,8,5,0.9026749,0.7336845397949219,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.9027|6:0.0139|7:0.0139
36,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which graph appears to contain all the ordered pairs in this relation?,6,7,0.8747986,0.8956143260002136,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8748
37,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which graph best represents the solution to 7 8 ≥ 1 4 x + 1 2 ?,4,1,0.8248219,1.1612014770507812,0:0.0250|1:0.8248|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
38,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which of these best describes the relationship of the data shown on this scatterplot?,6,7,0.8748261,0.8954601287841797,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8748
39,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the solution to n + 4 2 - 3 = 13 ?,1,6,0.56223977,2.2177417278289795,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
40,math_grade8_2014,math-grade8-2014.js,multiple-choice,"The graph shows Anna's height on each of her last five birthdays. Based on the graph, between which two consecutive years was the increase in Anna's height the greatest?",16,4,0.9484856,0.43741461634635925,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.9485|5:0.0074|6:0.0074|7:0.0074
41,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which best represents y = x - 1 ?,2,1,0.70798993,1.6910793781280518,0:0.0417|1:0.7080|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0418
42,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the range of this relation?,2,6,0.7082735,1.6899209022521973,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7083|7:0.0417
43,math_grade8_2014,math-grade8-2014.js,multiple-choice,What is the solution of this inequality? 1.6 ≥ 0.8x + 4,2,6,0.70810944,1.6905910968780518,0:0.0417|1:0.0418|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7081|7:0.0417
44,math_grade8_2014,math-grade8-2014.js,multiple-choice,"Which is the greatest value in the range of y = -5x + 3 for the domain {-2, 0, 1, 3}?",4,6,0.82485867,1.1610157489776611,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8249|7:0.0250
45,math_grade8_2014,math-grade8-2014.js,multiple-choice,Which table contains only points that lie on the line represented by y = 2x 3 - 6,6,3,0.8747663,0.8957957029342651,0:0.0179|1:0.0179|2:0.0179|3:0.8748|4:0.0179|5:0.0179|6:0.0179|7:0.0179
46,math_grade8_2014,math-grade8-2014.js,multiple-choice,"The graph shows the number of text messages two students sent each day for 4 days. Based on the graph, which statement is true?",14,4,0.94158715,0.48509737849235535,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.9416|5:0.0083|6:0.0083|7:0.0083
47,math_grade8_2014,math-grade8-2014.js,multiple-choice,The scatterplot shows the relationship between Marvin's age and the time it took him to run a mile. Which statement best describes the relationship between Marvin's age and the time it takes him to run a mile?,19,6,0.95620596,0.3823704719543457,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.0063|6:0.9562|7:0.0063
48,math_grade8_2014,math-grade8-2014.js,multiple-choice,"Which relation has a domain of {3, 5, 8}",2,6,0.7082458,1.690034031867981,0:0.0417|1:0.0417|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.7082|7:0.0417
49,math_grade8_2014,math-grade8-2014.js,multiple-choice,What value of p makes this equation true? 2 p = − 3 ( p + 2 ) 4,4,6,0.82477975,1.161413550376892,0:0.0250|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
50,math_grade8_2014,math-grade8-2014.js,multiple-choice,A box contains 9 new light bulbs and 6 used light bulbs. Each light bulb is the same size and shape. Meredith will randomly select 2 light bulbs from the box without replacement. What is the probability Meredith will select a new light bulb and then a used light bulb?,29,6,0.97080606,0.27229082584381104,0:0.0042|1:0.0042|2:0.0042|3:0.0042|4:0.0042|5:0.0042|6:0.9708|7:0.0042
1,math_grade8_practice_2023,math-grade8-practice-2023.js,multiple-choice,Two friends went out to dinner. The total bill was $38.90 before tax and tip. • The tax rate was 5.5%. • They wanted to tip 20% on the total before tax. Which expression could NOT be used to estimate the total cost including tax and tip?,23,3,0.9635122,0.32838499546051025,0:0.0052|1:0.0052|2:0.0052|3:0.9635|4:0.0052|5:0.0052|6:0.0052|7:0.0052
